timestamp	tool	detail
16:54:47	Edit	/mnt/d/_workspace/cc/md2pdf-tool/image_renderer.go 
16:54:52	Read	/mnt/d/_workspace/cc/md2pdf-tool/image_renderer.go 
16:55:00	Read	/mnt/d/_workspace/cc/md2pdf-tool/image_renderer.go 
16:55:09	Edit	/mnt/d/_workspace/cc/md2pdf-tool/image_renderer.go 
16:55:17	Bash	$HOME/go/bin/go build -o md2pdf_linux . 2>&1 | tail -5 
16:55:50	Bash	cp "/mnt/d/_workspace/obsidian/010.KRIBB/010.Projects/999.UNIST/010.PA1_revision_R1/송현_metY1_클로닝_20260413.md" "/mnt/d/_workspace/obsidian/010.KRIBB/010.Projects/999.UNIST/010.PA1_revision_R1 
16:55:58	Bash	ls md2pdf.exe 2>&1; rm md2pdf.exe 2>&1 | head 
16:56:33	Bash	git status && echo "---" && git log --oneline -10 
16:56:39	Bash	ls /mnt/d/_workspace/cc/md2pdf-tool/*.md 
16:56:44	Read	/mnt/d/_workspace/cc/md2pdf-tool/README.md 
16:56:50	Read	/mnt/d/_workspace/cc/md2pdf-tool/CLAUDE.md 
16:57:10	Edit	/mnt/d/_workspace/cc/md2pdf-tool/README.md 
16:57:30	Edit	/mnt/d/_workspace/cc/md2pdf-tool/README.md 
16:57:45	Edit	/mnt/d/_workspace/cc/md2pdf-tool/README.md 
16:57:53	Skill	- 
16:58:14	Bash	ls src-tauri 2>&1; ls package.json 2>&1 
16:58:20	Bash	cat package.json | head -5 
16:58:40	Read	/mnt/d/_workspace/cc/md2pdf-tool/package.json 
16:58:48	Bash	git add converter.go font.go gui_other.go gui_windows.go attachments.go image_renderer.go mermaid.go _fonts/Pretendard-Regular.ttf _fonts/Pretendard-Bold.ttf _fonts/D2Coding-Regular.ttf _fonts/D2Codin 
16:59:08	Bash	git commit -m "$(cat <<'EOF' v1.5: D2Coding·이모지 내장 + Mermaid·Obsidian 임베드 렌더링 + 이미지 폭/레이아웃 개선  - 코드 폰트: 시스템 Malgun Gothic → 임베디드 D2C 
16:59:21	Bash	git push 2>&1 | tail -5 
